kernel_id,arg_idx,array_name,data_type,dim,elem_size,size_x,size_y,size_z,d_m_x,d_m_y,d_m_z,d_p_x,d_p_y,d_p_z,stride_x,stride_y,stride_z,total_bytes,access_type
121,2,mass_flux_z,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,READ
121,3,vol_flux_z,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,READ
121,4,work_array1,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,READ
121,5,work_array2,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,READ
121,6,work_array3,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,WRITE
121,7,work_array4,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,WRITE
121,8,work_array5,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,WRITE
121,9,work_array6,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,WRITE
121,10,work_array7,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,READ
127,0,work_array6,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,WRITE
127,1,work_array7,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,WRITE
127,2,volume,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,READ
127,3,vol_flux_z,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,READ
136,0,work_array1,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,WRITE
136,1,mass_flux_z,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,READ
137,0,work_array2,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,WRITE
137,1,work_array7,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,READ
137,2,density1,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,READ
137,3,work_array3,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,WRITE
137,4,work_array1,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,READ
138,0,work_array1,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,READ
138,1,work_array3,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,READ
138,2,work_array5,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,WRITE
138,3,celldz,double,1,8,1,1,109,0,0,-2,0,0,2,1,1,1,872,READ
138,4,xvel1,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,READ
139,0,xvel1,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,RW
139,1,work_array2,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,READ
139,2,work_array3,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,READ
139,3,work_array5,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,READ
140,0,density0,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,WRITE
140,1,density1,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,READ
140,2,energy0,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,WRITE
140,3,energy1,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,READ
141,0,xvel0,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,WRITE
141,1,xvel1,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,READ
141,2,yvel0,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,WRITE
141,3,yvel1,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,READ
141,4,zvel0,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,WRITE
141,5,zvel1,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,READ
118,0,work_array1,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,WRITE
118,1,work_array2,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,WRITE
118,2,volume,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,READ
118,3,vol_flux_x,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,READ
118,4,vol_flux_y,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,READ
118,5,vol_flux_z,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,READ
123,0,work_array6,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,WRITE
123,1,work_array7,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,WRITE
123,2,volume,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,READ
123,3,vol_flux_x,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,READ
123,4,vol_flux_y,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,READ
123,5,vol_flux_z,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,READ
115,0,work_array1,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,WRITE
115,1,work_array2,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,WRITE
115,2,volume,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,READ
115,3,vol_flux_y,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,READ
115,4,vol_flux_x,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,READ
125,0,work_array6,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,WRITE
125,1,work_array7,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,WRITE
125,2,volume,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,READ
125,3,vol_flux_x,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,READ
125,4,vol_flux_y,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,READ
111,0,work_array1,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,WRITE
111,1,work_array2,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,WRITE
111,2,volume,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,READ
111,3,vol_flux_x,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,READ
126,0,work_array6,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,WRITE
126,1,work_array7,double,1,8,110,110,110,-2,-2,-2,2,2,2,1,1,1,10648000,WRITE
126,2,volume,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,READ
126,3,vol_flux_x,double,1,8,109,109,109,-2,-2,-2,2,2,2,1,1,1,10360232,READ
