kernel_id,bx,by,bz,nstencil_args,total_bytes,dim,elem_size,size_x,size_y,size_z,d_m_x,d_m_y,d_m_z,d_p_x,d_p_y,d_p_z,num_read,num_write,num_rw,grid_x,grid_y,grid_z,max_threads,n_args_x_offset,n_args_y_offset,n_args_z_offset,n_args_face,n_args_stride,n_args_none,max_radius_x,max_radius_y,max_radius_z,total_offset_points,total_points,ratio_xy,ratio_xz,bytes_per_point,is_2d,dominant_stencil_axis,collapse_x,collapse_y,collapse_z,is_face_access,is_high_complexity,face_low_args,face_high_args,stencil_sig,execution_time,default_time,best_time,label
31,1,64,8,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,4,0,0,2,1331000,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:-4,0,0;0,0,0:-4,0,0;none",1.12057e-05,1.12057e-05,1.00136e-05,0
32,1,16,2,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,2,0,0,2,1331000,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:-2,0,0;0,0,0:-2,0,0;none",1.12057e-05,1.12057e-05,1.00136e-05,0
44,1,16,2,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,2,0,0,2,1331000,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:-2,0,0;0,0,0:-2,0,0;none",1.12057e-05,1.12057e-05,1.00136e-05,0
30,1,16,2,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,2,0,0,2,1331000,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:2,0,0;0,0,0:2,0,0;none",1.12057e-05,1.12057e-05,1.00136e-05,0
35,1,64,1,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,0,2,0,0,1,0,0,4,2,1331000,1.0,1.0,16.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,-4;0,0,0:0,0,-4;none",1.12057e-05,1.12057e-05,9.77516e-06,0
46,16,2,1,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,0,2,0,0,1,0,0,2,2,1331000,1.0,1.0,16.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,2;0,0,0:0,0,2;none",1.12057e-05,1.12057e-05,9.77516e-06,0
29,1,1,64,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,4,0,0,2,1331000,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:4,0,0;0,0,0:4,0,0;none",1.12057e-05,1.12057e-05,1.00136e-05,0
45,16,64,1,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,0,2,0,0,1,0,0,4,2,1331000,1.0,1.0,16.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,4;0,0,0:0,0,4;none",1.12057e-05,1.12057e-05,1.00136e-05,0
76,64,1,1,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,2,0,0,0,1,0,2,0,2,1295029,1.0,1.0,16.0,0,2,0,1,0,0,0,0,0,"0,0,0:0,-2,0;0,0,0:0,-2,0;none",1.12057e-05,1.12057e-05,1.00136e-05,0
48,64,1,1,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,0,2,0,0,1,0,0,2,2,1331000,1.0,1.0,16.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,-2;0,0,0:0,0,-2;none",1.12057e-05,1.12057e-05,9.77516e-06,0
62,64,1,1,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,2,0,0,0,1,0,2,0,2,1295029,1.0,1.0,16.0,0,2,0,1,0,0,0,0,0,"0,0,0:0,2,0;0,0,0:0,2,0;none",1.12057e-05,1.12057e-05,1.00136e-05,0
86,2,1,32,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,2,0,0,0,1,0,2,0,2,1295029,1.0,1.0,16.0,0,2,0,1,0,0,0,0,0,"0,0,0:0,2,0;0,0,0:0,2,0;none",1.12057e-05,1.12057e-05,1.00136e-05,0
48,2,32,1,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,0,2,0,0,1,0,0,2,2,1331000,1.0,1.0,16.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,-2;0,0,0:0,0,-2;none",1.12057e-05,1.12057e-05,9.77516e-06,0
49,32,1,8,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,2,0,0,0,1,0,4,0,2,1331000,1.0,1.0,16.0,0,2,0,1,0,0,0,0,0,"0,0,0:0,4,0;0,0,0:0,4,0;none",1.12057e-05,1.12057e-05,8.82149e-06,0
37,2,1,64,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,2,0,0,0,1,0,4,0,2,1331000,1.0,1.0,16.0,0,2,0,1,0,0,0,0,0,"0,0,0:0,4,0;0,0,0:0,4,0;none",1.12057e-05,1.12057e-05,1.00136e-05,0
39,2,1,64,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,2,0,0,0,1,0,4,0,2,1331000,1.0,1.0,16.0,0,2,0,1,0,0,0,0,0,"0,0,0:0,-4,0;0,0,0:0,-4,0;none",1.12057e-05,1.12057e-05,9.77516e-06,0
47,2,64,1,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,0,2,0,0,1,0,0,4,2,1331000,1.0,1.0,16.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,-4;0,0,0:0,0,-4;none",1.12057e-05,1.12057e-05,9.77516e-06,0
57,2,64,1,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,0,2,0,0,1,0,0,4,2,1331000,1.0,1.0,16.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,4;0,0,0:0,0,4;none",1.12057e-05,1.12057e-05,1.00136e-05,0
59,2,64,1,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,0,2,0,0,1,0,0,4,2,1331000,1.0,1.0,16.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,-4;0,0,0:0,0,-4;none",1.12057e-05,1.12057e-05,1.00136e-05,0
78,1,32,1,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,2,0,0,2,1295029,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:2,0,0;0,0,0:2,0,0;none",1.12057e-05,1.12057e-05,1.00136e-05,0
51,32,1,8,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,2,0,0,0,1,0,4,0,2,1331000,1.0,1.0,16.0,0,2,0,1,0,0,0,0,0,"0,0,0:0,-4,0;0,0,0:0,-4,0;none",1.12057e-05,1.12057e-05,1.00136e-05,0
33,4,64,1,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,0,2,0,0,1,0,0,4,2,1331000,1.0,1.0,16.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,4;0,0,0:0,0,4;none",1.12057e-05,1.12057e-05,9.77516e-06,0
63,32,1,8,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,2,0,0,0,1,0,4,0,2,1295029,1.0,1.0,16.0,0,2,0,1,0,0,0,0,0,"0,0,0:0,-4,0;0,0,0:0,-4,0;none",1.12057e-05,1.12057e-05,9.77516e-06,0
64,2,1,32,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,2,0,0,0,1,0,2,0,2,1295029,1.0,1.0,16.0,0,2,0,1,0,0,0,0,0,"0,0,0:0,-2,0;0,0,0:0,-2,0;none",1.12057e-05,1.12057e-05,1.00136e-05,0
60,2,32,1,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,0,2,0,0,1,0,0,2,2,1331000,1.0,1.0,16.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,-2;0,0,0:0,0,-2;none",1.12057e-05,1.12057e-05,1.00136e-05,0
62,2,1,32,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,2,0,0,0,1,0,2,0,2,1295029,1.0,1.0,16.0,0,2,0,1,0,0,0,0,0,"0,0,0:0,2,0;0,0,0:0,2,0;none",1.12057e-05,1.12057e-05,1.00136e-05,0
85,4,1,64,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,2,0,0,0,1,0,4,0,2,1295029,1.0,1.0,16.0,0,2,0,1,0,0,0,0,0,"0,0,0:0,4,0;0,0,0:0,4,0;none",1.12057e-05,1.12057e-05,1.00136e-05,0
87,4,1,64,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,2,0,0,0,1,0,4,0,2,1295029,1.0,1.0,16.0,0,2,0,1,0,0,0,0,0,"0,0,0:0,-4,0;0,0,0:0,-4,0;none",1.12057e-05,1.12057e-05,1.00136e-05,0
89,1,4,64,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,4,0,0,2,1295029,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:4,0,0;0,0,0:4,0,0;none",1.12057e-05,1.12057e-05,1.00136e-05,0
67,1,4,64,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,4,0,0,2,1295029,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:-4,0,0;0,0,0:-4,0,0;none",1.19209e-05,1.19209e-05,9.77516e-06,0
57,4,8,1,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,0,2,0,0,1,0,0,4,2,1331000,1.0,1.0,16.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,4;0,0,0:0,0,4;none",1.19209e-05,1.19209e-05,1.00136e-05,0
24,2,64,1,7,72521624,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,7,100,100,100,1024,0,0,7,0,0,1,0,0,1,7,1295029,1.0,1.0,56.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,-1;0,0,0:0,0,-1;0,0,0:0,0,-1;0,0,0:0,0,-1;0,0,0:0,0,-1;0,0,0:0,0,-1;0,0,0:0,0,-1;none",1.19209e-05,1.19209e-05,1.19209e-05,0
22,2,64,1,7,72521624,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,7,100,100,100,1024,0,0,7,0,0,1,0,0,1,7,1295029,1.0,1.0,56.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,1;0,0,0:0,0,1;0,0,0:0,0,1;0,0,0:0,0,1;0,0,0:0,0,1;0,0,0:0,0,1;0,0,0:0,0,1;none",1.19209e-05,1.19209e-05,1.19209e-05,0
20,1,2,64,7,72521624,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,7,100,100,100,1024,7,0,0,0,0,1,1,0,0,7,1295029,1.0,1.0,56.0,0,1,1,0,0,0,0,0,0,"0,0,0:-1,0,0;0,0,0:-1,0,0;0,0,0:-1,0,0;0,0,0:-1,0,0;0,0,0:-1,0,0;0,0,0:-1,0,0;0,0,0:-1,0,0;none",1.19209e-05,1.19209e-05,1.19209e-05,0
59,4,8,1,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,0,2,0,0,1,0,0,4,2,1331000,1.0,1.0,16.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,-4;0,0,0:0,0,-4;none",1.19209e-05,1.19209e-05,1.00136e-05,0
23,8,64,1,7,72521624,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,7,100,100,100,1024,0,0,7,0,0,1,0,0,3,7,1295029,1.0,1.0,56.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,-3;0,0,0:0,0,-3;0,0,0:0,0,-3;0,0,0:0,0,-3;0,0,0:0,0,-3;0,0,0:0,0,-3;0,0,0:0,0,-3;none",1.19209e-05,1.19209e-05,1.19209e-05,0
82,4,16,1,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,0,2,0,0,1,0,0,2,2,1295029,1.0,1.0,16.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,2;0,0,0:0,0,2;none",1.19209e-05,1.19209e-05,1.00136e-05,0
47,32,1,1,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,0,2,0,0,1,0,0,4,2,1331000,1.0,1.0,16.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,-4;0,0,0:0,0,-4;none",1.19209e-05,1.19209e-05,9.77516e-06,0
44,1,32,1,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,2,0,0,2,1331000,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:-2,0,0;0,0,0:-2,0,0;none",1.19209e-05,1.19209e-05,1.00136e-05,0
79,1,4,8,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,4,0,0,2,1295029,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:-4,0,0;0,0,0:-4,0,0;none",1.19209e-05,1.19209e-05,1.00136e-05,0
78,1,4,16,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,2,0,0,2,1295029,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:2,0,0;0,0,0:2,0,0;none",1.19209e-05,1.19209e-05,1.00136e-05,0
77,1,4,8,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,4,0,0,2,1295029,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:4,0,0;0,0,0:4,0,0;none",1.19209e-05,1.19209e-05,1.00136e-05,0
75,4,1,8,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,2,0,0,0,1,0,4,0,2,1295029,1.0,1.0,16.0,0,2,0,1,0,0,0,0,0,"0,0,0:0,-4,0;0,0,0:0,-4,0;none",1.19209e-05,1.19209e-05,9.77516e-06,0
83,4,8,1,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,0,2,0,0,1,0,0,4,2,1295029,1.0,1.0,16.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,-4;0,0,0:0,0,-4;none",1.19209e-05,1.19209e-05,9.77516e-06,0
65,1,4,64,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,4,0,0,2,1295029,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:4,0,0;0,0,0:4,0,0;none",1.19209e-05,1.19209e-05,1.00136e-05,0
68,1,2,32,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,2,0,0,2,1295029,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:-2,0,0;0,0,0:-2,0,0;none",1.19209e-05,1.19209e-05,9.77516e-06,0
45,4,8,1,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,0,2,0,0,1,0,0,4,2,1331000,1.0,1.0,16.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,4;0,0,0:0,0,4;none",1.19209e-05,1.19209e-05,1.00136e-05,0
43,1,4,8,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,4,0,0,2,1331000,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:-4,0,0;0,0,0:-4,0,0;none",1.19209e-05,1.19209e-05,1.00136e-05,0
41,1,4,8,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,4,0,0,2,1331000,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:4,0,0;0,0,0:4,0,0;none",1.19209e-05,1.19209e-05,1.00136e-05,0
53,1,4,8,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,4,0,0,2,1331000,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:4,0,0;0,0,0:4,0,0;none",1.19209e-05,1.19209e-05,9.77516e-06,0
49,4,1,8,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,2,0,0,0,1,0,4,0,2,1331000,1.0,1.0,16.0,0,2,0,1,0,0,0,0,0,"0,0,0:0,4,0;0,0,0:0,4,0;none",1.19209e-05,1.19209e-05,8.82149e-06,0
67,1,32,8,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,4,0,0,2,1295029,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:-4,0,0;0,0,0:-4,0,0;none",1.19209e-05,1.19209e-05,9.77516e-06,0
47,4,8,1,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,0,2,0,0,1,0,0,4,2,1331000,1.0,1.0,16.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,-4;0,0,0:0,0,-4;none",1.19209e-05,1.19209e-05,9.77516e-06,0
52,4,1,16,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,2,0,0,0,1,0,2,0,2,1331000,1.0,1.0,16.0,0,2,0,1,0,0,0,0,0,"0,0,0:0,-2,0;0,0,0:0,-2,0;none",1.19209e-05,1.19209e-05,9.77516e-06,0
51,4,1,8,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,2,0,0,0,1,0,4,0,2,1331000,1.0,1.0,16.0,0,2,0,1,0,0,0,0,0,"0,0,0:0,-4,0;0,0,0:0,-4,0;none",1.19209e-05,1.19209e-05,1.00136e-05,0
33,8,64,1,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,0,2,0,0,1,0,0,4,2,1331000,1.0,1.0,16.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,4;0,0,0:0,0,4;none",1.19209e-05,1.19209e-05,9.77516e-06,0
31,1,8,64,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,4,0,0,2,1331000,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:-4,0,0;0,0,0:-4,0,0;none",1.19209e-05,1.19209e-05,1.00136e-05,0
36,4,16,1,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,0,2,0,0,1,0,0,2,2,1331000,1.0,1.0,16.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,-2;0,0,0:0,0,-2;none",1.19209e-05,1.19209e-05,1.00136e-05,0
29,1,4,8,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,4,0,0,2,1331000,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:4,0,0;0,0,0:4,0,0;none",1.19209e-05,1.19209e-05,1.00136e-05,0
27,4,1,8,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,2,0,0,0,1,0,4,0,2,1331000,1.0,1.0,16.0,0,2,0,1,0,0,0,0,0,"0,0,0:0,-4,0;0,0,0:0,-4,0;none",1.19209e-05,1.19209e-05,1.00136e-05,0
31,1,4,8,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,4,0,0,2,1331000,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:-4,0,0;0,0,0:-4,0,0;none",1.19209e-05,1.19209e-05,1.00136e-05,0
23,4,64,1,7,72521624,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,7,100,100,100,1024,0,0,7,0,0,1,0,0,3,7,1295029,1.0,1.0,56.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,-3;0,0,0:0,0,-3;0,0,0:0,0,-3;0,0,0:0,0,-3;0,0,0:0,0,-3;0,0,0:0,0,-3;0,0,0:0,0,-3;none",1.19209e-05,1.19209e-05,1.19209e-05,0
61,32,1,1,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,2,0,0,0,1,0,4,0,2,1295029,1.0,1.0,16.0,0,2,0,1,0,0,0,0,0,"0,0,0:0,4,0;0,0,0:0,4,0;none",1.19209e-05,1.19209e-05,1.00136e-05,0
43,1,8,64,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,4,0,0,2,1331000,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:-4,0,0;0,0,0:-4,0,0;none",1.19209e-05,1.19209e-05,1.00136e-05,0
14,2,1,64,7,72521624,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,7,100,100,100,1024,0,7,0,0,0,1,0,1,0,7,1295029,1.0,1.0,56.0,0,2,0,1,0,0,0,0,0,"0,0,0:0,1,0;0,0,0:0,1,0;0,0,0:0,1,0;0,0,0:0,1,0;0,0,0:0,1,0;0,0,0:0,1,0;0,0,0:0,1,0;none",1.19209e-05,1.19209e-05,1.19209e-05,0
22,4,16,1,7,72521624,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,7,100,100,100,1024,0,0,7,0,0,1,0,0,1,7,1295029,1.0,1.0,56.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,1;0,0,0:0,0,1;0,0,0:0,0,1;0,0,0:0,0,1;0,0,0:0,0,1;0,0,0:0,0,1;0,0,0:0,0,1;none",1.19209e-05,1.19209e-05,1.19209e-05,0
14,4,1,16,7,72521624,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,7,100,100,100,1024,0,7,0,0,0,1,0,1,0,7,1295029,1.0,1.0,56.0,0,2,0,1,0,0,0,0,0,"0,0,0:0,1,0;0,0,0:0,1,0;0,0,0:0,1,0;0,0,0:0,1,0;0,0,0:0,1,0;0,0,0:0,1,0;0,0,0:0,1,0;none",1.19209e-05,1.19209e-05,1.19209e-05,0
23,4,8,1,7,72521624,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,7,100,100,100,1024,0,0,7,0,0,1,0,0,3,7,1295029,1.0,1.0,56.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,-3;0,0,0:0,0,-3;0,0,0:0,0,-3;0,0,0:0,0,-3;0,0,0:0,0,-3;0,0,0:0,0,-3;0,0,0:0,0,-3;none",1.19209e-05,1.19209e-05,1.19209e-05,0
51,32,1,1,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,2,0,0,0,1,0,4,0,2,1331000,1.0,1.0,16.0,0,2,0,1,0,0,0,0,0,"0,0,0:0,-4,0;0,0,0:0,-4,0;none",1.19209e-05,1.19209e-05,1.00136e-05,0
56,1,32,1,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,2,0,0,2,1331000,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:-2,0,0;0,0,0:-2,0,0;none",1.19209e-05,1.19209e-05,9.77516e-06,0
94,2,16,1,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,0,2,0,0,1,0,0,2,2,1295029,1.0,1.0,16.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,2;0,0,0:0,0,2;none",1.19209e-05,1.19209e-05,9.77516e-06,0
91,1,64,4,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,4,0,0,2,1295029,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:-4,0,0;0,0,0:-4,0,0;none",1.19209e-05,1.19209e-05,1.00136e-05,0
90,1,2,16,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,2,0,0,2,1295029,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:2,0,0;0,0,0:2,0,0;none",1.19209e-05,1.19209e-05,1.00136e-05,0
55,1,8,64,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,4,0,0,2,1331000,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:-4,0,0;0,0,0:-4,0,0;none",1.19209e-05,1.19209e-05,9.77516e-06,0
79,1,64,4,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,4,0,0,2,1295029,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:-4,0,0;0,0,0:-4,0,0;none",1.19209e-05,1.19209e-05,1.00136e-05,0
88,2,1,16,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,2,0,0,0,1,0,2,0,2,1295029,1.0,1.0,16.0,0,2,0,1,0,0,0,0,0,"0,0,0:0,-2,0;0,0,0:0,-2,0;none",1.19209e-05,1.19209e-05,1.00136e-05,0
84,2,16,1,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,0,2,0,0,1,0,0,2,2,1295029,1.0,1.0,16.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,-2;0,0,0:0,0,-2;none",1.19209e-05,1.19209e-05,9.77516e-06,0
53,1,8,64,2,21296000,1,8,110,110,110,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,4,0,0,2,1331000,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:4,0,0;0,0,0:4,0,0;none",1.19209e-05,1.19209e-05,9.77516e-06,0
72,32,1,1,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,0,2,0,0,1,0,0,2,2,1295029,1.0,1.0,16.0,0,3,0,0,1,0,0,0,0,"0,0,0:0,0,-2;0,0,0:0,0,-2;none",1.19209e-05,1.19209e-05,1.00136e-05,0
63,32,1,1,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,0,2,0,0,0,1,0,4,0,2,1295029,1.0,1.0,16.0,0,2,0,1,0,0,0,0,0,"0,0,0:0,-4,0;0,0,0:0,-4,0;none",1.19209e-05,1.19209e-05,9.77516e-06,0
77,1,8,16,2,20720464,1,8,109,109,109,-2,-2,-2,2,2,2,0,0,2,100,100,100,1024,2,0,0,0,0,1,4,0,0,2,1295029,1.0,1.0,16.0,0,1,1,0,0,0,0,0,0,"0,0,0:4,0,0;0,0,0:4,0,0;none",1.19209e-05,1.19209e-05,1.00136e-05,0
